user_index,poi_index,cat_index,POI_catname,latitude,longitude,local_time,week_start,split_week,session_id
4,487,197,Sandwich Place,40.73426694935767,-73.99110674858093,2012-07-21 18:43:22,2012-07-16,train,4_13
4,406,147,Movie Theater,40.73416736029532,-73.99048715829849,2012-07-21 19:07:27,2012-07-16,train,4_13
6,4441,6,Home (private),40.71448092304508,-73.87130987645999,2012-07-17 00:03:04,2012-07-16,train,6_8
6,2151,132,Fast Food Restaurant,40.743901,-73.9235,2012-07-17 14:09:22,2012-07-16,train,6_8
6,2151,132,Fast Food Restaurant,40.743901,-73.9235,2012-07-18 08:47:27,2012-07-16,train,6_8
6,2151,132,Fast Food Restaurant,40.743901,-73.9235,2012-07-18 14:42:11,2012-07-16,train,6_8
6,1477,317,City,40.71421605600625,-74.00596618652344,2012-07-20 19:22:15,2012-07-16,train,6_8
9,3777,301,Neighborhood,40.6826899486852,-73.93173693518101,2012-07-16 01:12:47,2012-07-16,train,9_14
9,3777,301,Neighborhood,40.6826899486852,-73.93173693518101,2012-07-16 01:15:08,2012-07-16,train,9_14
9,4845,96,Deli / Bodega,40.68614152063403,-73.94364845987359,2012-07-16 01:19:03,2012-07-16,train,9_14
9,4772,281,Residential Building (Apartment / Condo),40.68610405768023,-73.94382640962873,2012-07-16 01:20:34,2012-07-16,train,9_14
9,4772,281,Residential Building (Apartment / Condo),40.68610405768023,-73.94382640962873,2012-07-16 03:12:04,2012-07-16,train,9_14
9,3777,301,Neighborhood,40.6826899486852,-73.93173693518101,2012-07-16 15:38:59,2012-07-16,train,9_14
9,3777,301,Neighborhood,40.6826899486852,-73.93173693518101,2012-07-16 15:39:24,2012-07-16,train,9_14
9,3777,301,Neighborhood,40.6826899486852,-73.93173693518101,2012-07-16 15:39:55,2012-07-16,train,9_14
9,4845,96,Deli / Bodega,40.68614152063403,-73.94364845987359,2012-07-16 16:20:03,2012-07-16,train,9_14
9,4772,281,Residential Building (Apartment / Condo),40.68610405768023,-73.94382640962873,2012-07-16 17:21:09,2012-07-16,train,9_14
9,3777,301,Neighborhood,40.6826899486852,-73.93173693518101,2012-07-17 03:09:57,2012-07-16,train,9_14
9,3777,301,Neighborhood,40.6826899486852,-73.93173693518101,2012-07-22 11:02:23,2012-07-16,train,9_14
9,3777,301,Neighborhood,40.6826899486852,-73.93173693518101,2012-07-22 11:03:48,2012-07-16,train,9_14
9,3777,301,Neighborhood,40.6826899486852,-73.93173693518101,2012-07-22 11:05:50,2012-07-16,train,9_14
10,665,138,Gym / Fitness Center,40.73448312627058,-73.98823409478094,2012-07-18 19:26:59,2012-07-16,train,10_13
10,221,48,Bar,40.783368543265446,-73.97819995880127,2012-07-21 18:15:21,2012-07-16,train,10_13
10,63,41,Bar,40.7843169021422,-73.97760519192389,2012-07-21 19:08:11,2012-07-16,train,10_13
12,1922,158,Comedy Club,40.757995572948985,-73.98953110205146,2012-07-16 14:56:03,2012-07-16,train,12_14
