user_index,poi_index,cat_index,POI_catname,latitude,longitude,local_time,week_start,split_week,session_id
9,4772,281,Residential Building (Apartment / Condo),40.68610405768023,-73.94382640962873,2012-11-12 19:33:24,2012-11-12,train,9_17
9,3777,301,Neighborhood,40.68303583667424,-73.93130064375443,2012-11-12 19:34:10,2012-11-12,train,9_17
9,4845,96,Deli / Bodega,40.68614152063403,-73.94364845987359,2012-11-12 19:34:41,2012-11-12,train,9_17
9,4848,6,Home (private),40.68499608789172,-73.94186034276925,2012-11-12 19:35:48,2012-11-12,train,9_17
9,3777,301,Neighborhood,40.68303583667424,-73.93130064375443,2012-11-15 22:16:10,2012-11-12,train,9_17
9,4845,96,Deli / Bodega,40.68614152063403,-73.94364845987359,2012-11-15 22:17:04,2012-11-12,train,9_17
9,4772,281,Residential Building (Apartment / Condo),40.68610405768023,-73.94382640962873,2012-11-15 22:18:04,2012-11-12,train,9_17
9,4848,6,Home (private),40.68499608789172,-73.94186034276925,2012-11-16 18:05:54,2012-11-12,train,9_17
9,4845,96,Deli / Bodega,40.68614152063403,-73.94364845987359,2012-11-16 18:06:55,2012-11-12,train,9_17
9,3777,301,Neighborhood,40.68303583667424,-73.93130064375443,2012-11-16 18:08:48,2012-11-12,train,9_17
9,4848,6,Home (private),40.68499608789172,-73.94186034276925,2012-11-17 12:35:47,2012-11-12,train,9_17
9,3777,301,Neighborhood,40.68303583667424,-73.93130064375443,2012-11-17 12:37:18,2012-11-12,train,9_17
9,4772,281,Residential Building (Apartment / Condo),40.68610405768023,-73.94382640962873,2012-11-17 12:37:59,2012-11-12,train,9_17
23,770,222,Coffee Shop,40.71333777662413,-74.015793800354,2012-11-12 14:06:24,2012-11-12,train,23_18
23,566,138,Gym / Fitness Center,40.71670851726798,-74.01054739952087,2012-11-12 18:58:45,2012-11-12,train,23_18
27,5091,114,Cemetery,40.74890933404696,-73.96507013702977,2012-11-15 22:10:50,2012-11-12,train,27_1
27,311,183,University,40.80821992957681,-73.96215395358303,2012-11-16 06:35:18,2012-11-12,train,27_1
27,1793,180,College Academic Building,40.80741037307224,-73.96249294281006,2012-11-16 13:28:17,2012-11-12,train,27_1
27,339,159,Art Museum,40.778936659294864,-73.96229820007625,2012-11-16 19:31:11,2012-11-12,train,27_1
27,234,121,Park,40.74218830848454,-73.98792418909154,2012-11-16 20:04:28,2012-11-12,train,27_1
27,919,221,Bridge,40.85121557428245,-73.95206451416016,2012-11-16 20:59:07,2012-11-12,train,27_1
27,358,160,Science Museum,40.78118443649759,-73.9732030930065,2012-11-16 21:49:50,2012-11-12,train,27_1
27,4716,37,Bar,40.74980914532915,-73.98567795753479,2012-11-17 03:13:50,2012-11-12,train,27_1
33,3956,26,Drugstore / Pharmacy,40.7065225854893,-74.00947988033295,2012-11-16 18:39:01,2012-11-12,train,33_12
33,369,145,Movie Theater,40.7311979118086,-74.00157272815704,2012-11-17 17:21:48,2012-11-12,train,33_12
34,1908,37,Bar,40.85785364392424,-74.14799451828003,2012-11-12 00:20:20,2012-11-12,train,34_24
34,1908,37,Bar,40.85785364392424,-74.14799451828003,2012-11-13 00:26:51,2012-11-12,train,34_24
34,3464,6,Home (private),40.85155841497341,-74.14161270853154,2012-11-13 03:19:36,2012-11-12,train,34_24
34,1886,37,Bar,40.88742755,-74.13846281666666,2012-11-16 02:21:28,2012-11-12,train,34_24
34,872,37,Bar,40.816129,-74.21840954,2012-11-17 00:07:43,2012-11-12,train,34_24
34,1908,37,Bar,40.85785364392424,-74.14799451828003,2012-11-18 02:23:23,2012-11-12,train,34_24
41,1019,7,Clothing Store,40.73216902800922,-73.99034603133893,2012-11-13 06:07:43,2012-11-12,train,41_0
41,567,48,Bar,40.74091798573515,-73.98169727434663,2012-11-18 04:22:33,2012-11-12,train,41_0
41,1071,246,Performing Arts Venue,40.729730414689584,-73.99755477905273,2012-11-18 04:26:15,2012-11-12,train,41_0
50,4272,61,Office,40.7107336885848,-73.85139118382254,2012-11-13 07:07:44,2012-11-12,train,50_8
50,1754,222,Coffee Shop,40.72111512901744,-73.8473308194441,2012-11-18 07:25:50,2012-11-12,train,50_8
50,1293,138,Gym / Fitness Center,40.721125381535565,-73.8470896070464,2012-11-18 09:35:15,2012-11-12,train,50_8
50,4272,61,Office,40.7107336885848,-73.85139118382254,2012-11-18 10:17:11,2012-11-12,train,50_8
53,5102,6,Home (private),40.86801774326337,-74.1885824928771,2012-11-16 00:38:34,2012-11-12,train,53_1
53,3705,64,Government Building,40.85748358855379,-74.18748464106979,2012-11-16 15:10:23,2012-11-12,train,53_1
53,5102,6,Home (private),40.86801774326337,-74.1885824928771,2012-11-16 23:15:24,2012-11-12,train,53_1
53,2573,42,Food & Drink Shop,40.88227406571999,-74.21217441558838,2012-11-17 12:31:05,2012-11-12,train,53_1
53,5102,6,Home (private),40.86801774326337,-74.1885824928771,2012-11-17 13:22:30,2012-11-12,train,53_1
58,2462,71,Train Station,40.67692778613304,-73.89869928359985,2012-11-15 15:17:16,2012-11-12,train,58_8
58,738,83,Church,40.69058117763333,-73.98719533485003,2012-11-16 19:25:17,2012-11-12,train,58_8
62,4155,281,Residential Building (Apartment / Condo),40.8706300946324,-74.09792627389562,2012-11-12 16:29:07,2012-11-12,train,62_26
62,4036,279,Outdoors & Recreation,40.879797,-74.10825,2012-11-15 15:55:18,2012-11-12,train,62_26
62,4155,281,Residential Building (Apartment / Condo),40.8706300946324,-74.09792627389562,2012-11-15 20:30:46,2012-11-12,train,62_26
62,4285,6,Home (private),40.87454170662472,-74.09463109843134,2012-11-16 12:44:10,2012-11-12,train,62_26
62,4155,281,Residential Building (Apartment / Condo),40.8706300946324,-74.09792627389562,2012-11-16 14:41:01,2012-11-12,train,62_26
62,4285,6,Home (private),40.87454170662472,-74.09463109843134,2012-11-16 18:43:53,2012-11-12,train,62_26
62,4285,6,Home (private),40.87454170662472,-74.09463109843134,2012-11-17 17:29:37,2012-11-12,train,62_26
62,4285,6,Home (private),40.87454170662472,-74.09463109843134,2012-11-17 20:53:35,2012-11-12,train,62_26
62,4801,308,Funeral Home,40.87053932297712,-74.0979549522799,2012-11-18 06:58:32,2012-11-12,train,62_26
62,4036,279,Outdoors & Recreation,40.879797,-74.10825,2012-11-18 08:35:41,2012-11-12,train,62_26
64,1031,29,Japanese Restaurant,40.753825,-73.973799,2012-11-16 20:03:14,2012-11-12,train,64_7
64,4286,95,Chinese Restaurant,40.727578,-73.98839290000001,2012-11-17 17:58:53,2012-11-12,train,64_7
74,1454,257,Road,40.75297891717686,-73.95996093749999,2012-11-12 05:38:57,2012-11-12,train,74_9
74,2244,61,Office,40.76072740182083,-73.9721298150294,2012-11-12 05:44:45,2012-11-12,train,74_9
74,1369,96,Deli / Bodega,40.76168887833401,-73.97242826726003,2012-11-12 07:43:52,2012-11-12,train,74_9
74,3491,29,Japanese Restaurant,40.75911759196612,-73.97041370572528,2012-11-12 11:54:53,2012-11-12,train,74_9
74,1369,96,Deli / Bodega,40.76168887833401,-73.97242826726003,2012-11-13 07:19:34,2012-11-12,train,74_9
74,462,173,Community College,40.717891692153806,-74.0119743347168,2012-11-16 12:01:25,2012-11-12,train,74_9
86,3372,47,Bar,40.734088,-74.002822,2012-11-12 07:36:25,2012-11-12,train,86_11
86,490,138,Gym / Fitness Center,40.74272121548715,-73.99276210416295,2012-11-17 08:55:17,2012-11-12,train,86_11
86,371,194,Mexican Restaurant,40.734195,-74.00316,2012-11-17 13:06:19,2012-11-12,train,86_11
86,1208,37,Bar,40.75991553395877,-73.97295055755025,2012-11-17 20:53:19,2012-11-12,train,86_11
86,2365,102,American Restaurant,40.73779798692258,-73.98969179260743,2012-11-18 11:04:48,2012-11-12,train,86_11
87,1284,138,Gym / Fitness Center,40.78434697508766,-73.97953932869252,2012-11-17 16:55:48,2012-11-12,train,87_13
87,349,70,Train Station,40.75280620914171,-73.97717535495758,2012-11-17 22:22:40,2012-11-12,train,87_13
95,2588,82,Spiritual Center,40.736325342180585,-73.99245220578715,2012-11-12 17:46:49,2012-11-12,train,95_2
95,483,4,Gym / Fitness Center,40.73435871497599,-73.9908166227313,2012-11-13 06:47:23,2012-11-12,train,95_2
95,352,248,Toy / Game Store,40.76355592117652,-73.97286772727966,2012-11-15 19:41:44,2012-11-12,train,95_2
95,4132,49,Food & Drink Shop,40.74370081269097,-73.98277580738068,2012-11-17 16:40:16,2012-11-12,train,95_2
95,238,33,Korean Restaurant,40.74790144316556,-73.98689116651354,2012-11-17 20:16:54,2012-11-12,train,95_2
98,1112,121,Park,40.73702496764239,-74.0054870079431,2012-11-12 00:38:53,2012-11-12,train,98_14
98,1112,121,Park,40.73702496764239,-74.0054870079431,2012-11-12 00:41:01,2012-11-12,train,98_14
98,2889,98,Donut Shop,40.79691397,-74.17997812,2012-11-12 10:59:08,2012-11-12,train,98_14
98,3418,28,Salon / Barbershop,40.81615510451447,-74.22036003768103,2012-11-17 08:45:55,2012-11-12,train,98_14
99,3611,41,Bar,40.7131772314664,-73.95817665724722,2012-11-12 00:43:12,2012-11-12,train,99_9
99,391,80,Building,40.74828059076867,-73.98556262254715,2012-11-16 13:47:26,2012-11-12,train,99_9
99,947,222,Coffee Shop,40.737146255826325,-73.99040915951959,2012-11-17 17:23:46,2012-11-12,train,99_9
99,652,260,Food & Drink Shop,40.73652697126574,-73.9905595779419,2012-11-17 17:24:15,2012-11-12,train,99_9
99,397,238,Music Venue,40.71815358787956,-73.99221117337089,2012-11-18 01:56:42,2012-11-12,train,99_9
112,391,80,Building,40.74828059076867,-73.98556262254715,2012-11-12 14:18:20,2012-11-12,train,112_23
112,2392,61,Office,40.747832910398266,-73.98552527257162,2012-11-12 14:18:39,2012-11-12,train,112_23
112,534,102,American Restaurant,40.76108076085344,-73.9944435810639,2012-11-12 20:45:49,2012-11-12,train,112_23
112,391,80,Building,40.74828059076867,-73.98556262254715,2012-11-15 13:31:05,2012-11-12,train,112_23
112,1893,96,Deli / Bodega,40.74586782957029,-73.98652386825736,2012-11-15 13:55:05,2012-11-12,train,112_23
112,391,80,Building,40.74828059076867,-73.98556262254715,2012-11-16 18:21:45,2012-11-12,train,112_23
112,2392,61,Office,40.747832910398266,-73.98552527257162,2012-11-16 18:21:55,2012-11-12,train,112_23
112,909,194,Mexican Restaurant,40.766038408545775,-73.98682594299316,2012-11-16 20:59:16,2012-11-12,train,112_23
114,1484,214,Bar,40.760871,-73.990166,2012-11-15 21:37:05,2012-11-12,train,114_14
114,979,138,Gym / Fitness Center,40.66600335047696,-73.99015188217163,2012-11-16 12:50:34,2012-11-12,train,114_14
118,3781,174,College Academic Building,40.91118965891332,-73.90711069107056,2012-11-12 09:03:29,2012-11-12,train,118_2
118,3781,174,College Academic Building,40.91118965891332,-73.90711069107056,2012-11-12 18:56:41,2012-11-12,train,118_2
118,4852,186,College Academic Building,40.91159986224817,-73.90760165850426,2012-11-12 20:17:55,2012-11-12,train,118_2
118,3574,174,College Academic Building,40.91163003603256,-73.90776815853675,2012-11-12 23:03:54,2012-11-12,train,118_2
118,3781,174,College Academic Building,40.91118965891332,-73.90711069107056,2012-11-13 01:24:05,2012-11-12,train,118_2
118,4909,177,College Academic Building,40.91183,-73.906612,2012-11-13 09:33:09,2012-11-12,train,118_2
118,4852,186,College Academic Building,40.91159986224817,-73.90760165850426,2012-11-16 00:53:08,2012-11-12,train,118_2
118,3574,174,College Academic Building,40.91163003603256,-73.90776815853675,2012-11-16 00:53:31,2012-11-12,train,118_2
118,3781,174,College Academic Building,40.91118965891332,-73.90711069107056,2012-11-16 01:07:04,2012-11-12,train,118_2
118,5044,164,College Academic Building,40.913596103806974,-73.90890494806025,2012-11-16 12:33:07,2012-11-12,train,118_2
118,3781,174,College Academic Building,40.91118965891332,-73.90711069107056,2012-11-16 14:50:02,2012-11-12,train,118_2
118,3515,177,College Academic Building,40.911961,-73.906654,2012-11-16 14:50:38,2012-11-12,train,118_2
118,583,259,Hotel,40.7526195459056,-73.99336294005377,2012-11-17 13:07:17,2012-11-12,train,118_2
118,5042,172,College Academic Building,40.91123778409178,-73.90816431321454,2012-11-17 17:12:15,2012-11-12,train,118_2
118,3781,174,College Academic Building,40.91118965891332,-73.90711069107056,2012-11-18 08:49:35,2012-11-12,train,118_2
118,3574,174,College Academic Building,40.91163003603256,-73.90776815853675,2012-11-18 09:25:37,2012-11-12,train,118_2
118,3574,174,College Academic Building,40.91163003603256,-73.90776815853675,2012-11-18 09:34:22,2012-11-12,train,118_2
118,4852,186,College Academic Building,40.91159986224817,-73.90760165850426,2012-11-18 09:34:59,2012-11-12,train,118_2
118,3781,174,College Academic Building,40.91118965891332,-73.90711069107056,2012-11-18 10:11:48,2012-11-12,train,118_2
121,2506,197,Sandwich Place,40.74082508794926,-73.98740767849739,2012-11-12 11:51:33,2012-11-12,train,121_24
121,622,61,Office,40.74050711736373,-73.98690838360204,2012-11-13 08:03:53,2012-11-12,train,121_24
121,2506,197,Sandwich Place,40.74082508794926,-73.98740767849739,2012-11-16 13:22:15,2012-11-12,train,121_24
121,3391,141,Bagel Shop,40.61639571556192,-74.03059959411621,2012-11-17 07:15:18,2012-11-12,train,121_24
121,622,61,Office,40.74050711736373,-73.98690838360204,2012-11-17 09:25:10,2012-11-12,train,121_24
126,2937,87,Theater,40.75691247518513,-73.98746967315674,2012-11-12 20:06:13,2012-11-12,train,126_11
126,4157,222,Coffee Shop,40.73317755885807,-73.99116039276123,2012-11-13 08:05:30,2012-11-12,train,126_11
126,3670,61,Office,40.7308129866281,-73.991706152088,2012-11-13 08:27:15,2012-11-12,train,126_11
127,3928,301,Neighborhood,40.66438929767489,-73.90862936333028,2012-11-12 08:45:23,2012-11-12,train,127_22
127,2744,264,Subway,40.66147748707395,-73.91629391821795,2012-11-12 08:45:33,2012-11-12,train,127_22
127,3565,317,City,40.74959782183326,-73.98605346679688,2012-11-12 09:37:53,2012-11-12,train,127_22
127,2869,301,Neighborhood,40.77352187640244,-73.95678520202637,2012-11-12 09:38:09,2012-11-12,train,127_22
127,1461,137,Gym / Fitness Center,40.7669055013556,-73.95784948347529,2012-11-12 09:43:36,2012-11-12,train,127_22
127,3928,301,Neighborhood,40.66438929767489,-73.90862936333028,2012-11-12 20:28:01,2012-11-12,train,127_22
127,5094,6,Home (private),40.660187498578246,-73.90658830179062,2012-11-12 20:53:00,2012-11-12,train,127_22
127,1275,131,Café,40.7652370075898,-73.95760840770957,2012-11-13 12:20:22,2012-11-12,train,127_22
127,2552,257,Road,40.76776459046976,-73.96407716970236,2012-11-14 11:09:11,2012-11-12,train,127_22
127,3565,317,City,40.74959782183326,-73.98605346679688,2012-11-14 11:09:48,2012-11-12,train,127_22
127,1461,137,Gym / Fitness Center,40.7669055013556,-73.95784948347529,2012-11-14 11:14:56,2012-11-12,train,127_22
127,3290,305,Elementary School,40.76431514872408,-73.95789540263462,2012-11-15 14:45:26,2012-11-12,train,127_22
127,1461,137,Gym / Fitness Center,40.7669055013556,-73.95784948347529,2012-11-15 15:12:25,2012-11-12,train,127_22
127,3928,301,Neighborhood,40.66438929767489,-73.90862936333028,2012-11-15 20:41:11,2012-11-12,train,127_22
127,2552,257,Road,40.76776459046976,-73.96407716970236,2012-11-16 11:50:47,2012-11-12,train,127_22
127,3565,317,City,40.74959782183326,-73.98605346679688,2012-11-16 11:51:15,2012-11-12,train,127_22
127,1275,131,Café,40.7652370075898,-73.95760840770957,2012-11-16 12:00:17,2012-11-12,train,127_22
127,3928,301,Neighborhood,40.66438929767489,-73.90862936333028,2012-11-16 20:48:04,2012-11-12,train,127_22
127,2744,264,Subway,40.66147748707395,-73.91629391821795,2012-11-16 20:48:10,2012-11-12,train,127_22
127,3928,301,Neighborhood,40.66438929767489,-73.90862936333028,2012-11-17 18:02:12,2012-11-12,train,127_22
127,5094,6,Home (private),40.660187498578246,-73.90658830179062,2012-11-17 18:02:19,2012-11-12,train,127_22
134,2540,165,College Academic Building,40.77018064,-73.98789707,2012-11-13 08:00:10,2012-11-12,train,134_13
134,3476,6,Home (private),40.77226863280218,-73.93010370763156,2012-11-15 14:58:33,2012-11-12,train,134_13
134,2391,186,College Academic Building,40.77022307913594,-73.98811340332031,2012-11-16 14:15:24,2012-11-12,train,134_13
134,3476,6,Home (private),40.77226863280218,-73.93010370763156,2012-11-16 16:27:53,2012-11-12,train,134_13
134,1291,264,Subway,40.76669659750053,-73.92148733139038,2012-11-17 10:26:03,2012-11-12,train,134_13
134,3476,6,Home (private),40.77226863280218,-73.93010370763156,2012-11-17 15:30:35,2012-11-12,train,134_13
134,4337,165,College Academic Building,40.77089747711729,-73.98957252502441,2012-11-18 09:15:31,2012-11-12,train,134_13
136,2909,130,Burger Joint,40.77912606570555,-73.95490489457822,2012-11-15 13:41:38,2012-11-12,train,136_6
136,3405,73,Bus Station,40.77845256018815,-73.9502210115638,2012-11-16 07:28:53,2012-11-12,train,136_6
136,1670,222,Coffee Shop,40.76410315622695,-73.95882526326085,2012-11-16 07:45:01,2012-11-12,train,136_6
142,4447,222,Coffee Shop,40.73946479913673,-74.00265603689895,2012-11-12 09:28:53,2012-11-12,train,142_5
142,581,202,Pizza Place,40.731844250688674,-73.98386478424072,2012-11-15 13:24:34,2012-11-12,train,142_5
142,4447,222,Coffee Shop,40.73946479913673,-74.00265603689895,2012-11-15 14:02:18,2012-11-12,train,142_5
142,2702,257,Road,40.72737259531574,-74.02115821838379,2012-11-16 07:45:04,2012-11-12,train,142_5
156,2361,156,Stadium,40.68312,-73.975979,2012-11-12 19:20:06,2012-11-12,train,156_19
156,3822,61,Office,40.74119939264039,-73.99601026811312,2012-11-16 11:48:32,2012-11-12,train,156_19
156,4006,192,Mac & Cheese Joint,40.73907778333829,-73.9897319652254,2012-11-16 19:16:16,2012-11-12,train,156_19
156,4522,108,Gastropub,40.72629605944355,-73.991677457657,2012-11-17 21:26:22,2012-11-12,train,156_19
157,1047,137,Gym / Fitness Center,40.70819,-74.00648,2012-11-12 04:46:28,2012-11-12,train,157_8
157,1047,137,Gym / Fitness Center,40.70819,-74.00648,2012-11-12 05:49:05,2012-11-12,train,157_8
157,1047,137,Gym / Fitness Center,40.70819,-74.00648,2012-11-16 04:46:06,2012-11-12,train,157_8
157,1047,137,Gym / Fitness Center,40.70819,-74.00648,2012-11-17 07:46:49,2012-11-12,train,157_8
157,1047,137,Gym / Fitness Center,40.70819,-74.00648,2012-11-18 07:55:16,2012-11-12,train,157_8
164,311,183,University,40.80821992957681,-73.96215395358303,2012-11-12 17:49:21,2012-11-12,train,164_17
164,1791,303,Recycling Facility,40.73115325587209,-74.00852608804568,2012-11-13 09:39:03,2012-11-12,train,164_17
167,3979,42,Food & Drink Shop,40.61987972539779,-74.03235610046589,2012-11-12 14:24:08,2012-11-12,train,167_7
167,2556,141,Bagel Shop,40.621496,-74.03178885,2012-11-12 18:36:37,2012-11-12,train,167_7
167,4242,181,Student Center,40.62029339217903,-74.02953314830125,2012-11-13 08:31:26,2012-11-12,train,167_7
168,1032,138,Gym / Fitness Center,40.73003391698606,-73.99233168961688,2012-11-12 18:54:45,2012-11-12,train,168_13
168,1604,106,Burrito Place,40.733551530741686,-73.98995876312256,2012-11-17 22:57:05,2012-11-12,train,168_13
172,2124,268,Convention Center,40.933143002229926,-74.11994998357028,2012-11-12 08:05:54,2012-11-12,train,172_13
172,2092,26,Drugstore / Pharmacy,40.939354848284935,-74.11859078259693,2012-11-12 09:00:52,2012-11-12,train,172_13
172,1988,42,Food & Drink Shop,40.91464765433098,-74.08042430877686,2012-11-12 16:35:39,2012-11-12,train,172_13
172,3886,74,Government Building,40.90300406983152,-74.07862186431885,2012-11-12 18:58:43,2012-11-12,train,172_13
172,2243,197,Sandwich Place,40.93899093189543,-74.11943383246316,2012-11-13 08:35:31,2012-11-12,train,172_13
172,3859,6,Home (private),40.92549192900452,-74.10637760442646,2012-11-14 11:30:11,2012-11-12,train,172_13
172,2124,268,Convention Center,40.933143002229926,-74.11994998357028,2012-11-14 11:37:34,2012-11-12,train,172_13
172,1783,97,Diner,40.92613056684728,-74.09739859084421,2012-11-15 18:57:29,2012-11-12,train,172_13
172,1921,239,Airport,40.69576975606927,-74.1773271560669,2012-11-15 20:09:22,2012-11-12,train,172_13
172,3844,83,Church,40.9250807762146,-74.1067879,2012-11-16 12:33:35,2012-11-12,train,172_13
172,3844,83,Church,40.9250807762146,-74.1067879,2012-11-16 17:48:48,2012-11-12,train,172_13
172,3844,83,Church,40.9250807762146,-74.1067879,2012-11-16 19:33:31,2012-11-12,train,172_13
172,3844,83,Church,40.9250807762146,-74.1067879,2012-11-17 05:36:45,2012-11-12,train,172_13
172,3844,83,Church,40.9250807762146,-74.1067879,2012-11-17 09:19:49,2012-11-12,train,172_13
172,3859,6,Home (private),40.92549192900452,-74.10637760442646,2012-11-17 19:49:30,2012-11-12,train,172_13
172,3859,6,Home (private),40.92549192900452,-74.10637760442646,2012-11-17 23:01:26,2012-11-12,train,172_13
177,4173,18,Clothing Store,40.609421487157285,-73.92155846003689,2012-11-13 07:37:00,2012-11-12,train,177_12
177,4173,18,Clothing Store,40.609421487157285,-73.92155846003689,2012-11-18 08:00:50,2012-11-12,train,177_12
179,3594,120,Other Great Outdoors,40.965334383333335,-74.06280386666667,2012-11-12 00:53:12,2012-11-12,train,179_28
179,3578,257,Road,40.96535005,-74.06280286666667,2012-11-12 06:31:17,2012-11-12,train,179_28
179,3577,73,Bus Station,40.96457180013344,-74.06643390655518,2012-11-12 07:59:47,2012-11-12,train,179_28
179,3482,232,Music Venue,40.96532194280211,-74.06280344980541,2012-11-12 09:46:56,2012-11-12,train,179_28
