user_index,poi_index,cat_index,POI_catname,latitude,longitude,local_time,week_start,split_week,session_id
3,357,70,Train Station,40.750794799423865,-73.99357639021292,2012-06-26 13:53:47,2012-06-25,train,3_12
3,2557,221,Bridge,40.79981701959628,-73.79351377487183,2012-06-30 16:47:49,2012-06-25,train,3_12
4,2738,193,Mediterranean Restaurant,40.74739935731128,-73.98363710906709,2012-06-26 14:01:55,2012-06-25,train,4_11
4,598,52,Bar,40.76401977376754,-73.9975740281675,2012-06-26 18:47:21,2012-06-25,train,4_11
4,4252,102,American Restaurant,40.75536822129624,-73.96833024812483,2012-06-30 19:35:25,2012-06-25,train,4_11
9,4845,96,Deli / Bodega,40.68614152063403,-73.94364845987359,2012-06-30 18:37:07,2012-06-25,train,9_11
9,3845,274,Fried Chicken Joint,40.687945,-73.944785,2012-06-30 18:38:07,2012-06-25,train,9_11
9,3777,301,Neighborhood,40.6826899486852,-73.93173693518101,2012-07-01 00:22:10,2012-06-25,train,9_11
10,2787,37,Bar,40.729395470403695,-73.98717237876596,2012-06-26 22:24:11,2012-06-25,train,10_10
10,84,47,Bar,40.728602348741525,-73.98996152288103,2012-06-30 23:55:46,2012-06-25,train,10_10
10,561,57,Bar,40.72574081337552,-73.99028290313753,2012-07-01 00:53:03,2012-06-25,train,10_10
10,2787,37,Bar,40.729395470403695,-73.98717237876596,2012-07-01 01:32:01,2012-06-25,train,10_10
11,929,163,Medical Center,40.741933755026,-73.97469534121134,2012-06-26 14:42:49,2012-06-25,train,11_3
11,249,130,Burger Joint,40.74140750304299,-73.98843795061111,2012-06-26 15:46:40,2012-06-25,train,11_3
12,4082,246,Performing Arts Venue,40.71841401089415,-74.00248347659353,2012-06-26 19:51:35,2012-06-25,train,12_11
12,269,52,Bar,40.71911589671352,-74.00343033714941,2012-06-26 22:14:50,2012-06-25,train,12_11
14,1181,9,Clothing Store,40.72397122795905,-73.99608487193893,2012-06-26 11:58:58,2012-06-25,train,14_10
14,1328,7,Clothing Store,40.723933306202895,-73.99804177730499,2012-06-26 12:23:59,2012-06-25,train,14_10
14,2947,202,Pizza Place,40.80087840557098,-74.15413677692413,2012-06-30 15:54:21,2012-06-25,train,14_10
20,4113,6,Home (private),40.93190933538416,-74.01238511084367,2012-06-25 07:28:03,2012-06-25,train,20_11
20,2546,26,Drugstore / Pharmacy,40.91404635747453,-73.997863877643,2012-06-26 15:30:53,2012-06-25,train,20_11
20,4113,6,Home (private),40.93190933538416,-74.01238511084367,2012-06-26 20:36:59,2012-06-25,train,20_11
20,4179,6,Home (private),40.91220464465255,-74.01238511084367,2012-06-30 23:37:03,2012-06-25,train,20_11
21,2424,121,Park,40.8519621874379,-73.82696628570557,2012-06-30 20:59:58,2012-06-25,train,21_9
21,3058,266,Bus Station,40.85275748350158,-73.82689118385315,2012-06-30 21:01:57,2012-06-25,train,21_9
21,4048,301,Neighborhood,40.87396726527642,-73.82932662963867,2012-06-30 21:02:58,2012-06-25,train,21_9
21,4048,301,Neighborhood,40.87396726527642,-73.82932662963867,2012-06-30 21:04:38,2012-06-25,train,21_9
23,666,201,Ice Cream Shop,40.67492686666667,-73.966733,2012-06-30 19:16:24,2012-06-25,train,23_10
23,441,37,Bar,40.67625243531423,-73.98015260696411,2012-06-30 20:52:40,2012-06-25,train,23_10
28,4932,63,Office,40.745731,-73.992756,2012-06-27 09:28:37,2012-06-25,train,28_6
28,343,220,BBQ Joint,40.72829298080731,-73.99119292464046,2012-06-30 18:46:44,2012-06-25,train,28_6
34,872,37,Bar,40.816129,-74.21840954,2012-07-01 00:57:55,2012-06-25,train,34_11
34,1062,37,Bar,40.85408633699964,-74.1383358836174,2012-07-01 02:11:37,2012-06-25,train,34_11
51,2271,269,Miscellaneous Shop,40.75277926721909,-73.97710013223526,2012-06-26 18:46:17,2012-06-25,train,51_11
51,726,70,Train Station,40.805144639820114,-73.93914699554443,2012-06-26 19:16:46,2012-06-25,train,51_11
51,1215,70,Train Station,40.939825,-73.835217,2012-06-26 19:32:51,2012-06-25,train,51_11
51,3609,61,Office,40.758505337427664,-73.9703893661499,2012-06-27 08:36:30,2012-06-25,train,51_11
51,1017,31,Bar,40.75803174296939,-73.97142385887315,2012-06-27 13:37:06,2012-06-25,train,51_11
56,4403,222,Coffee Shop,40.72795460840525,-73.99326138382618,2012-06-27 11:36:31,2012-06-25,train,56_12
56,1447,208,Ramen /  Noodle House,40.72880254143109,-73.98815900087357,2012-06-27 13:15:12,2012-06-25,train,56_12
57,1961,56,Paper / Office Supplies Store,40.82660915346994,-74.13912177085876,2012-06-26 14:10:54,2012-06-25,train,57_8
57,3437,6,Home (private),40.92039063491639,-74.00063278107605,2012-07-01 00:52:06,2012-06-25,train,57_8
62,4285,6,Home (private),40.87454170662472,-74.09463109843134,2012-06-26 18:42:32,2012-06-25,train,62_12
62,4155,281,Residential Building (Apartment / Condo),40.8706300946324,-74.09792627389562,2012-06-26 18:49:27,2012-06-25,train,62_12
62,4801,308,Funeral Home,40.87053932297712,-74.0979549522799,2012-06-26 19:27:24,2012-06-25,train,62_12
62,4155,281,Residential Building (Apartment / Condo),40.8706300946324,-74.09792627389562,2012-06-26 23:11:38,2012-06-25,train,62_12
62,4155,281,Residential Building (Apartment / Condo),40.8706300946324,-74.09792627389562,2012-06-27 11:51:08,2012-06-25,train,62_12
62,3156,254,Department Store,40.86679532183928,-74.10016536712646,2012-06-27 13:34:10,2012-06-25,train,62_12
65,2171,138,Gym / Fitness Center,40.75618883982813,-73.9225516455076,2012-06-26 11:06:35,2012-06-25,train,65_8
65,4120,222,Coffee Shop,40.77411744621254,-73.87395425621024,2012-06-27 07:10:54,2012-06-25,train,65_8
65,2032,239,Airport,40.77387937168837,-73.87237071990967,2012-06-27 07:16:26,2012-06-25,train,65_8
66,3548,61,Office,40.75322745786959,-73.99013942987524,2012-06-26 12:52:03,2012-06-25,train,66_6
66,349,70,Train Station,40.75280620914171,-73.97717535495758,2012-06-27 08:24:46,2012-06-25,train,66_6
66,2766,71,Train Station,40.752881387988616,-73.9769983291626,2012-06-27 08:24:58,2012-06-25,train,66_6
66,3548,61,Office,40.75322745786959,-73.99013942987524,2012-06-27 13:25:24,2012-06-25,train,66_6
67,3071,222,Coffee Shop,40.715666,-73.955944,2012-06-26 12:20:17,2012-06-25,train,67_10
67,3278,61,Office,40.712611,-73.956427,2012-06-26 14:10:08,2012-06-25,train,67_10
68,299,130,Burger Joint,40.764094308747225,-73.97870713573151,2012-06-26 14:08:23,2012-06-25,train,68_4
68,4618,6,Home (private),40.76908103568334,-73.97712595918333,2012-06-26 16:03:11,2012-06-25,train,68_4
68,4652,61,Office,40.765063,-73.977083,2012-06-26 16:03:26,2012-06-25,train,68_4
68,4618,6,Home (private),40.76908103568334,-73.97712595918333,2012-06-27 07:38:37,2012-06-25,train,68_4
68,4624,6,Home (private),40.76908103568334,-73.97712595918333,2012-06-27 07:39:03,2012-06-25,train,68_4
68,153,37,Bar,40.76559120804944,-73.97658359254557,2012-06-30 15:13:55,2012-06-25,train,68_4
68,2052,222,Coffee Shop,40.76467118377428,-73.9768820378688,2012-06-30 15:14:36,2012-06-25,train,68_4
68,4666,61,Office,40.765025728570606,-73.97697960643174,2012-06-30 16:44:41,2012-06-25,train,68_4
68,233,147,Movie Theater,40.756931775430665,-73.98897442301349,2012-06-30 18:34:01,2012-06-25,train,68_4
68,763,220,BBQ Joint,40.75696123684052,-73.98907363414764,2012-06-30 18:34:32,2012-06-25,train,68_4
68,4275,132,Fast Food Restaurant,40.75679869785023,-73.9878988265991,2012-06-30 18:35:16,2012-06-25,train,68_4
68,4664,61,Office,40.76510684141493,-73.97693943114712,2012-06-30 22:40:33,2012-06-25,train,68_4
68,4652,61,Office,40.765063,-73.977083,2012-07-01 02:07:48,2012-06-25,train,68_4
70,4447,222,Coffee Shop,40.73946479913673,-74.00265603689895,2012-06-27 12:01:30,2012-06-25,train,70_6
70,1917,264,Subway,40.82650767315227,-73.95039081573486,2012-06-30 20:02:35,2012-06-25,train,70_6
71,3267,266,Bus Station,40.738998274248864,-73.81505727767944,2012-06-25 07:02:23,2012-06-25,train,71_7
71,1515,264,Subway,40.75047562272483,-73.94028425216675,2012-06-25 07:43:14,2012-06-25,train,71_7
71,4968,6,Home (private),40.73569746375886,-73.81249842275241,2012-06-26 20:06:28,2012-06-25,train,71_7
77,695,31,Bar,40.741128,-73.989902,2012-06-26 11:06:35,2012-06-25,train,77_11
77,27,131,Café,40.72547161917389,-73.98378318991934,2012-06-26 18:52:58,2012-06-25,train,77_11
77,192,121,Park,40.73528249691621,-73.99040315158283,2012-06-30 19:37:14,2012-06-25,train,77_11
77,124,37,Bar,40.702435,-73.987073,2012-06-30 23:25:12,2012-06-25,train,77_11
84,1323,70,Train Station,40.747582087041366,-74.17188763618469,2012-06-27 06:25:02,2012-06-25,train,84_12
84,2788,61,Office,40.78614007703091,-73.85758207332279,2012-06-27 08:19:34,2012-06-25,train,84_12
85,3261,76,Ferry,40.69739661931091,-74.01154518127441,2012-06-30 18:42:13,2012-06-25,train,85_10
