user_index,poi_index,cat_index,POI_catname,latitude,longitude,local_time,week_start,split_week,session_id
3,6957,172,University,35.75917064800927,139.7152196524099,2012-07-11 08:51:45,2012-07-09,train,3_5
3,1103,236,Subway,35.70393800759793,139.73421692848206,2012-07-11 18:33:35,2012-07-09,train,3_5
3,6446,189,Ramen /  Noodle House,35.66355943630304,139.7290188074112,2012-07-14 16:47:06,2012-07-09,train,3_5
3,6446,189,Ramen /  Noodle House,35.66355943630304,139.7290188074112,2012-07-15 17:50:23,2012-07-09,train,3_5
4,324,69,Train Station,35.77760438130889,139.63292732834816,2012-07-09 08:42:48,2012-07-09,train,4_13
4,1548,69,Train Station,35.78827415409564,139.6129149182259,2012-07-09 08:44:47,2012-07-09,train,4_13
4,324,69,Train Station,35.77760438130889,139.63292732834816,2012-07-09 22:05:19,2012-07-09,train,4_13
4,324,69,Train Station,35.77760438130889,139.63292732834816,2012-07-10 08:41:59,2012-07-09,train,4_13
4,1548,69,Train Station,35.78827415409564,139.6129149182259,2012-07-11 08:45:21,2012-07-09,train,4_13
4,324,69,Train Station,35.77760438130889,139.63292732834816,2012-07-11 19:23:49,2012-07-09,train,4_13
4,1548,69,Train Station,35.78827415409564,139.6129149182259,2012-07-12 08:49:27,2012-07-09,train,4_13
4,1548,69,Train Station,35.78827415409564,139.6129149182259,2012-07-12 23:01:37,2012-07-09,train,4_13
4,324,69,Train Station,35.77760438130889,139.63292732834816,2012-07-12 23:12:04,2012-07-09,train,4_13
4,324,69,Train Station,35.77760438130889,139.63292732834816,2012-07-13 08:40:21,2012-07-09,train,4_13
4,1548,69,Train Station,35.78827415409564,139.6129149182259,2012-07-13 08:43:48,2012-07-09,train,4_13
4,3944,236,Subway,35.67567471760676,139.76346373558044,2012-07-13 19:08:22,2012-07-09,train,4_13
4,333,69,Train Station,35.65561813580688,139.75674211978912,2012-07-13 19:17:40,2012-07-09,train,4_13
4,2796,234,Light Rail,35.65551788382668,139.75673139095306,2012-07-13 19:18:40,2012-07-09,train,4_13
4,6613,215,Airport,35.55206062152848,139.78815078735352,2012-07-13 19:53:53,2012-07-09,train,4_13
5,130,236,Subway,35.68985771889442,139.8356580734253,2012-07-09 08:27:27,2012-07-09,train,5_14
5,258,236,Subway,35.682058469518815,139.78602647781372,2012-07-09 08:47:08,2012-07-09,train,5_14
5,496,236,Subway,35.67983619744879,139.7800612449646,2012-07-09 11:23:00,2012-07-09,train,5_14
5,496,236,Subway,35.67983619744879,139.7800612449646,2012-07-09 12:19:28,2012-07-09,train,5_14
5,496,236,Subway,35.67983619744879,139.7800612449646,2012-07-09 14:37:22,2012-07-09,train,5_14
5,43,69,Train Station,35.69080269423021,139.70027922656513,2012-07-09 17:36:04,2012-07-09,train,5_14
5,258,236,Subway,35.682058469518815,139.78602647781372,2012-07-10 08:51:07,2012-07-09,train,5_14
5,130,236,Subway,35.68985771889442,139.8356580734253,2012-07-11 08:50:16,2012-07-09,train,5_14
5,258,236,Subway,35.682058469518815,139.78602647781372,2012-07-11 09:08:19,2012-07-09,train,5_14
5,496,236,Subway,35.67983619744879,139.7800612449646,2012-07-11 14:11:56,2012-07-09,train,5_14
5,258,236,Subway,35.682058469518815,139.78602647781372,2012-07-11 19:14:19,2012-07-09,train,5_14
5,258,236,Subway,35.682058469518815,139.78602647781372,2012-07-12 09:04:42,2012-07-09,train,5_14
5,496,236,Subway,35.67983619744879,139.7800612449646,2012-07-12 10:06:20,2012-07-09,train,5_14
5,496,236,Subway,35.67983619744879,139.7800612449646,2012-07-12 14:24:28,2012-07-09,train,5_14
5,258,236,Subway,35.682058469518815,139.78602647781372,2012-07-12 19:07:33,2012-07-09,train,5_14
5,3314,39,Food & Drink Shop,35.67836822177451,139.7815256066374,2012-07-13 12:05:27,2012-07-09,train,5_14
5,496,236,Subway,35.67983619744879,139.7800612449646,2012-07-13 13:23:12,2012-07-09,train,5_14
5,142,69,Train Station,35.698596195264464,139.77301824864617,2012-07-14 14:27:01,2012-07-09,train,5_14
5,3838,237,Mall,35.683156510518295,139.8258626461029,2012-07-14 17:15:19,2012-07-09,train,5_14
7,1564,225,Department Store,35.7294779855176,139.71199699788025,2012-07-09 16:25:02,2012-07-09,train,7_14
7,189,69,Train Station,35.729864636451765,139.7109555727517,2012-07-09 16:46:01,2012-07-09,train,7_14
7,2434,69,Train Station,35.67067629738875,139.70252394676208,2012-07-09 16:59:31,2012-07-09,train,7_14
7,4376,287,Concert Hall,35.66654484719824,139.6969985961914,2012-07-09 17:52:46,2012-07-09,train,7_14
7,189,69,Train Station,35.729864636451765,139.7109555727517,2012-07-11 15:05:18,2012-07-09,train,7_14
7,134,69,Train Station,35.70230879446056,139.7450315952301,2012-07-11 18:30:37,2012-07-09,train,7_14
7,189,69,Train Station,35.729864636451765,139.7109555727517,2012-07-11 18:52:06,2012-07-09,train,7_14
7,1564,225,Department Store,35.7294779855176,139.71199699788025,2012-07-11 18:59:11,2012-07-09,train,7_14
7,134,69,Train Station,35.70230879446056,139.7450315952301,2012-07-13 22:58:11,2012-07-09,train,7_14
7,2217,189,Ramen /  Noodle House,35.72755,139.71303112,2012-07-14 16:41:17,2012-07-09,train,7_14
7,189,69,Train Station,35.729864636451765,139.7109555727517,2012-07-14 20:40:40,2012-07-09,train,7_14
7,2336,241,Miscellaneous Shop,35.72875741059328,139.71126968543118,2012-07-15 18:09:38,2012-07-09,train,7_14
7,189,69,Train Station,35.729864636451765,139.7109555727517,2012-07-15 18:16:36,2012-07-09,train,7_14
