user_index,poi_index,cat_index,POI_catname,latitude,longitude,local_time,week_start,split_week,session_id
4,324,69,Train Station,35.77760438130889,139.63292732834816,2012-06-27 08:30:07,2012-06-25,train,4_11
4,3998,69,Train Station,35.81481660855734,139.58692601770932,2012-06-27 08:40:22,2012-06-25,train,4_11
4,324,69,Train Station,35.77760438130889,139.63292732834816,2012-06-27 19:21:33,2012-06-25,train,4_11
4,3652,39,Food & Drink Shop,35.77811466475622,139.63045835494995,2012-06-27 19:48:04,2012-06-25,train,4_11
5,130,236,Subway,35.68985771889442,139.8356580734253,2012-06-27 08:48:36,2012-06-25,train,5_12
5,258,236,Subway,35.682058469518815,139.78602647781372,2012-06-27 09:07:40,2012-06-25,train,5_12
5,279,69,Train Station,35.699583,139.765222,2012-06-27 14:25:54,2012-06-25,train,5_12
5,43,69,Train Station,35.69080269423021,139.70027922656513,2012-06-27 14:36:07,2012-06-25,train,5_12
5,2221,69,Train Station,35.688927513277505,139.69956278800964,2012-06-27 14:37:59,2012-06-25,train,5_12
5,258,236,Subway,35.682058469518815,139.78602647781372,2012-06-27 20:34:02,2012-06-25,train,5_12
7,134,69,Train Station,35.70230879446056,139.7450315952301,2012-06-25 19:04:37,2012-06-25,train,7_12
7,189,69,Train Station,35.729864636451765,139.7109555727517,2012-06-25 19:18:22,2012-06-25,train,7_12
7,3034,143,Stadium,35.705584611645335,139.7519087791443,2012-06-27 19:22:00,2012-06-25,train,7_12
7,1162,69,Train Station,35.702002,139.754315,2012-06-27 21:17:43,2012-06-25,train,7_12
7,142,69,Train Station,35.698596195264464,139.77301824864617,2012-06-27 21:25:47,2012-06-25,train,7_12
7,189,69,Train Station,35.729864636451765,139.7109555727517,2012-07-01 07:24:11,2012-06-25,train,7_12
7,44,69,Train Station,35.68137872227962,139.76608157157898,2012-07-01 07:47:13,2012-06-25,train,7_12
9,917,69,Train Station,35.772569916839736,139.79764580726624,2012-07-01 11:28:10,2012-06-25,train,9_6
9,1014,236,Subway,35.706516800975685,139.77617740631104,2012-07-01 11:46:57,2012-06-25,train,9_6
9,5625,220,Sporting Goods Shop,35.706781427502385,139.77509379386902,2012-07-01 13:04:22,2012-06-25,train,9_6
9,1559,225,Department Store,35.70739670800615,139.7733449935913,2012-07-01 14:06:36,2012-06-25,train,9_6
