user_index,poi_index,cat_index,POI_catname,latitude,longitude,local_time,week_start,split_week,session_id
2,279,69,Train Station,35.699583,139.765222,2012-04-19 14:05:28,2012-04-16,train,2_1
2,882,26,Japanese Restaurant,35.699534,139.764529,2012-04-19 14:07:30,2012-04-16,train,2_1
2,142,69,Train Station,35.698596195264464,139.77301824864617,2012-04-19 16:30:55,2012-04-16,train,2_1
2,142,69,Train Station,35.698596195264464,139.77301824864617,2012-04-19 18:37:48,2012-04-16,train,2_1
2,261,69,Train Station,35.70320181647976,139.57990407943726,2012-04-22 21:46:06,2012-04-16,train,2_1
4,324,69,Train Station,35.77760438130889,139.63292732834816,2012-04-18 08:13:50,2012-04-16,train,4_2
4,1548,69,Train Station,35.788214142317166,139.61268589098802,2012-04-19 12:50:13,2012-04-16,train,4_2
4,3944,236,Subway,35.67567471760676,139.76346373558044,2012-04-19 13:57:24,2012-04-16,train,4_2
4,2771,69,Train Station,35.67505156634274,139.7633135318756,2012-04-19 13:57:57,2012-04-16,train,4_2
4,333,69,Train Station,35.65561813580688,139.75674211978912,2012-04-19 14:06:04,2012-04-16,train,4_2
4,1540,69,Train Station,35.550832556532576,139.78803693387093,2012-04-19 14:35:29,2012-04-16,train,4_2
5,3314,39,Food & Drink Shop,35.67836822177451,139.7815256066374,2012-04-18 12:03:55,2012-04-16,train,5_2
5,3314,39,Food & Drink Shop,35.67836822177451,139.7815256066374,2012-04-19 14:21:32,2012-04-16,train,5_2
5,258,236,Subway,35.682058469518815,139.78602647781372,2012-04-19 18:51:34,2012-04-16,train,5_2
5,130,236,Subway,35.68985771889442,139.8356580734253,2012-04-19 19:09:46,2012-04-16,train,5_2
5,1491,237,Mall,35.67971418856247,139.8313021659851,2012-04-21 03:01:16,2012-04-16,train,5_2
5,323,69,Train Station,35.64592362299403,139.8269248008728,2012-04-21 11:43:33,2012-04-16,train,5_2
5,323,69,Train Station,35.64592362299403,139.8269248008728,2012-04-21 14:42:56,2012-04-16,train,5_2
5,138,127,Gym / Fitness Center,35.67180064238771,139.83500361442566,2012-04-21 15:08:05,2012-04-16,train,5_2
7,189,69,Train Station,35.729864636451765,139.7109555727517,2012-04-17 19:31:42,2012-04-16,train,7_2
7,134,69,Train Station,35.70230879446056,139.7450315952301,2012-04-19 11:51:07,2012-04-16,train,7_2
7,496,236,Subway,35.67983619744879,139.7800612449646,2012-04-19 12:07:29,2012-04-16,train,7_2
7,238,236,Subway,35.68632418697207,139.78227138519287,2012-04-19 12:14:39,2012-04-16,train,7_2
7,238,236,Subway,35.68632418697207,139.78227138519287,2012-04-19 13:29:00,2012-04-16,train,7_2
7,6658,189,Ramen /  Noodle House,35.70664203586118,139.72060605883598,2012-04-19 14:06:33,2012-04-16,train,7_2
7,189,69,Train Station,35.729864636451765,139.7109555727517,2012-04-19 19:18:19,2012-04-16,train,7_2
7,4506,225,Department Store,35.7294217101521,139.70935821533203,2012-04-19 19:46:03,2012-04-16,train,7_2
7,134,69,Train Station,35.70230879446056,139.7450315952301,2012-04-20 08:08:47,2012-04-16,train,7_2
7,496,236,Subway,35.67983619744879,139.7800612449646,2012-04-20 08:25:10,2012-04-16,train,7_2
7,238,236,Subway,35.68632418697207,139.78227138519287,2012-04-20 08:30:13,2012-04-16,train,7_2
