user_index,poi_index,cat_index,POI_catname,latitude,longitude,local_time,week_start,split_week,session_id
260,6270,268,River,35.623256366178964,139.5710849761963,2013-01-28 08:08:00,2013-01-28,train,260_3
260,1075,69,Train Station,35.57261660301611,139.73216772079468,2013-01-28 08:22:13,2013-01-28,train,260_3
260,1075,69,Train Station,35.57261660301611,139.73216772079468,2013-01-28 15:39:12,2013-01-28,train,260_3
260,7854,261,Military Base,35.561094469457814,139.72392797470093,2013-01-28 15:48:11,2013-01-28,train,260_3
260,6270,268,River,35.623256366178964,139.5710849761963,2013-01-28 15:55:17,2013-01-28,train,260_3
260,748,69,Train Station,35.53275445184632,139.7007429599762,2013-01-28 15:55:36,2013-01-28,train,260_3
260,5425,69,Train Station,35.53278501016141,139.7009038925171,2013-01-28 15:58:40,2013-01-28,train,260_3
260,4755,69,Train Station,35.536638538680336,139.7343698143959,2013-01-28 16:10:49,2013-01-28,train,260_3
260,7010,237,Mall,35.534592295523595,139.7305154800415,2013-01-28 16:15:06,2013-01-28,train,260_3
260,4542,29,Hardware Store,35.53767419065559,139.73311185836792,2013-01-28 17:37:22,2013-01-28,train,260_3
260,7821,229,Road,35.5295719578808,139.73570823669434,2013-01-29 07:30:05,2013-01-28,train,260_3
260,4755,69,Train Station,35.536638538680336,139.7343698143959,2013-01-29 07:36:01,2013-01-28,train,260_3
260,5425,69,Train Station,35.53278501016141,139.7009038925171,2013-01-29 07:45:27,2013-01-28,train,260_3
260,748,69,Train Station,35.53275445184632,139.7007429599762,2013-01-29 07:45:40,2013-01-28,train,260_3
260,6270,268,River,35.623256366178964,139.5710849761963,2013-01-29 07:54:20,2013-01-28,train,260_3
260,7854,261,Military Base,35.561094469457814,139.72392797470093,2013-01-29 07:59:35,2013-01-28,train,260_3
260,1075,69,Train Station,35.57261660301611,139.73216772079468,2013-01-29 08:09:27,2013-01-28,train,260_3
260,7821,229,Road,35.5295719578808,139.73570823669434,2013-01-30 07:30:12,2013-01-28,train,260_3
260,4755,69,Train Station,35.536638538680336,139.7343698143959,2013-01-30 07:36:49,2013-01-28,train,260_3
260,5425,69,Train Station,35.53278501016141,139.7009038925171,2013-01-30 07:44:44,2013-01-28,train,260_3
260,6270,268,River,35.623256366178964,139.5710849761963,2013-01-30 07:54:18,2013-01-28,train,260_3
260,7854,261,Military Base,35.561094469457814,139.72392797470093,2013-01-30 07:58:54,2013-01-28,train,260_3
260,1075,69,Train Station,35.57261660301611,139.73216772079468,2013-01-30 08:08:24,2013-01-28,train,260_3
260,1075,69,Train Station,35.57261660301611,139.73216772079468,2013-01-30 16:39:36,2013-01-28,train,260_3
260,7854,261,Military Base,35.561094469457814,139.72392797470093,2013-01-30 16:44:19,2013-01-28,train,260_3
260,6270,268,River,35.623256366178964,139.5710849761963,2013-01-30 16:48:24,2013-01-28,train,260_3
260,748,69,Train Station,35.53275445184632,139.7007429599762,2013-01-30 16:49:11,2013-01-28,train,260_3
260,4633,237,Mall,35.53137931562121,139.7002226114273,2013-01-30 16:54:22,2013-01-28,train,260_3
260,4525,63,Video Store,35.531527744158005,139.70006704330444,2013-01-30 16:55:04,2013-01-28,train,260_3
260,2125,200,Arcade,35.53138368117034,139.70021724700928,2013-01-30 16:59:42,2013-01-28,train,260_3
260,3751,237,Mall,35.530584781725935,139.69950377941132,2013-01-30 17:47:57,2013-01-28,train,260_3
260,4755,69,Train Station,35.536638538680336,139.7343698143959,2013-01-30 19:52:45,2013-01-28,train,260_3
260,7821,229,Road,35.5295719578808,139.73570823669434,2013-01-30 20:00:30,2013-01-28,train,260_3
260,7821,229,Road,35.5295719578808,139.73570823669434,2013-01-31 07:31:51,2013-01-28,train,260_3
260,5425,69,Train Station,35.53278501016141,139.7009038925171,2013-01-31 07:50:10,2013-01-28,train,260_3
260,1075,69,Train Station,35.57261660301611,139.73216772079468,2013-01-31 08:21:03,2013-01-28,train,260_3
260,1075,69,Train Station,35.57261660301611,139.73216772079468,2013-01-31 15:57:05,2013-01-28,train,260_3
260,7854,261,Military Base,35.561094469457814,139.72392797470093,2013-01-31 16:09:12,2013-01-28,train,260_3
260,394,69,Train Station,35.56068371332292,139.72373016178608,2013-01-31 16:09:24,2013-01-28,train,260_3
260,6270,268,River,35.623256366178964,139.5710849761963,2013-01-31 16:14:20,2013-01-28,train,260_3
260,748,69,Train Station,35.53275445184632,139.7007429599762,2013-01-31 16:15:10,2013-01-28,train,260_3
260,5425,69,Train Station,35.53278501016141,139.7009038925171,2013-01-31 16:17:31,2013-01-28,train,260_3
260,1795,69,Train Station,35.53564925483943,139.72616761922836,2013-01-31 16:29:14,2013-01-28,train,260_3
260,4755,69,Train Station,35.536638538680336,139.7343698143959,2013-01-31 16:30:40,2013-01-28,train,260_3
260,7821,229,Road,35.5295719578808,139.73570823669434,2013-01-31 16:51:44,2013-01-28,train,260_3
260,7821,229,Road,35.5295719578808,139.73570823669434,2013-02-01 07:27:38,2013-01-28,train,260_3
260,4755,69,Train Station,35.536638538680336,139.7343698143959,2013-02-01 07:34:59,2013-01-28,train,260_3
260,1795,69,Train Station,35.53564925483943,139.72616761922836,2013-02-01 07:39:22,2013-01-28,train,260_3
260,5425,69,Train Station,35.53278501016141,139.7009038925171,2013-02-01 07:45:50,2013-01-28,train,260_3
260,748,69,Train Station,35.53275445184632,139.7007429599762,2013-02-01 07:46:24,2013-01-28,train,260_3
